pageid	ns	title	lang
7162966	14	Category:Igbo terms with IPA pronunciation	Igbo
8617778	14	Category:Igede terms with IPA pronunciation	Igede
4999476	14	Category:Ilocano terms with IPA pronunciation	Ilocano
4688838	14	Category:Inari Sami terms with IPA pronunciation	Inari Sami
4688387	14	Category:Indonesian terms with IPA pronunciation	Indonesian
7709382	14	Category:Ingrian terms with IPA pronunciation	Ingrian
6673279	14	Category:Ingush terms with IPA pronunciation	Ingush
4688258	14	Category:Interlingua terms with IPA pronunciation	Interlingua
4688832	14	Category:Inuktitut terms with IPA pronunciation	Inuktitut
7179372	14	Category:Iraqi Arabic terms with IPA pronunciation	Iraqi Arabic
5601176	14	Category:Iraqw terms with IPA pronunciation	Iraqw
8630795	14	Category:Iriga Bicolano terms with IPA pronunciation	Iriga Bicolano
4687485	14	Category:Irish terms with IPA pronunciation	Irish
4688825	14	Category:Isan terms with IPA pronunciation	Isan
4688463	14	Category:Isthmus Zapotec terms with IPA pronunciation	Isthmus Zapotec
4688406	14	Category:Istro-Romanian terms with IPA pronunciation	Istro-Romanian
4686974	14	Category:Italian terms with IPA pronunciation	Italian
7962810	14	Category:Italiot Greek terms with IPA pronunciation	Italiot Greek
6822308	14	Category:Ivatan terms with IPA pronunciation	Ivatan
6286104	14	Category:Iwam terms with IPA pronunciation	Iwam
7307374	14	Category:Jabutí terms with IPA pronunciation	Jabutí
4688894	14	Category:Jamaican Creole terms with IPA pronunciation	Jamaican Creole
6581388	14	Category:Jamamadí terms with IPA pronunciation	Jamamadí
5604350	14	Category:Jamtish terms with IPA pronunciation	Jamtish
4687074	14	Category:Japanese terms with IPA pronunciation	Japanese
5376298	14	Category:Jarai terms with IPA pronunciation	Jarai
7893090	14	Category:Jarawa terms with IPA pronunciation	Jarawa
4688801	14	Category:Javanese terms with IPA pronunciation	Javanese
7359567	14	Category:Jeju terms with IPA pronunciation	Jeju
4688752	14	Category:Jersey Dutch terms with IPA pronunciation	Jersey Dutch
7936763	14	Category:Jeru terms with IPA pronunciation	Jeru
4688381	14	Category:Jingpho terms with IPA pronunciation	Jingpho
4812983	14	Category:Judeo-Tat terms with IPA pronunciation	Judeo-Tat
5671553	14	Category:Jumaytepeque terms with IPA pronunciation	Jumaytepeque
7852965	14	Category:Jurúna terms with IPA pronunciation	Jurúna
7599451	14	Category:Jutish terms with IPA pronunciation	Jutish
8357700	14	Category:Juǀ'hoan terms with IPA pronunciation	Juǀ'hoan
7261824	14	Category:K'iche' terms with IPA pronunciation	K'iche'
4688723	14	Category:Kabardian terms with IPA pronunciation	Kabardian
4688921	14	Category:Kabuverdianu terms with IPA pronunciation	Kabuverdianu
4688784	14	Category:Kabyle terms with IPA pronunciation	Kabyle
5842603	14	Category:Kachama-Ganjule terms with IPA pronunciation	Kachama-Ganjule
8183806	14	Category:Kachchi terms with IPA pronunciation	Kachchi
4688902	14	Category:Kaingang terms with IPA pronunciation	Kaingang
7498201	14	Category:Kajaman terms with IPA pronunciation	Kajaman
6254180	14	Category:Kala terms with IPA pronunciation	Kala
6807927	14	Category:Kalami terms with IPA pronunciation	Kalami
6372562	14	Category:Kalasha terms with IPA pronunciation	Kalasha
4688890	14	Category:Kalmyk terms with IPA pronunciation	Kalmyk
6762633	14	Category:Kalo Finnish Romani terms with IPA pronunciation	Kalo Finnish Romani
4688884	14	Category:Kamayurá terms with IPA pronunciation	Kamayurá
6483855	14	Category:Kamba terms with IPA pronunciation	Kamba
8146689	14	Category:Kambera terms with IPA pronunciation	Kambera
6900102	14	Category:Kamkata-viri terms with IPA pronunciation	Kamkata-viri
7749776	14	Category:Kamta terms with IPA pronunciation	Kamta
8546977	14	Category:Kangean terms with IPA pronunciation	Kangean
8077208	14	Category:Kangri terms with IPA pronunciation	Kangri
7983562	14	Category:Kankanaey terms with IPA pronunciation	Kankanaey
4688803	14	Category:Kannada terms with IPA pronunciation	Kannada
4688875	14	Category:Kanoé terms with IPA pronunciation	Kanoé
6205030	14	Category:Kanuri terms with IPA pronunciation	Kanuri
4688731	14	Category:Kapampangan terms with IPA pronunciation	Kapampangan
7298057	14	Category:Kaqchikel terms with IPA pronunciation	Kaqchikel
7487090	14	Category:Karachay-Balkar terms with IPA pronunciation	Karachay-Balkar
4688970	14	Category:Karakalpak terms with IPA pronunciation	Karakalpak
4688729	14	Category:Karelian terms with IPA pronunciation	Karelian
4688750	14	Category:Karipúna Creole French terms with IPA pronunciation	Karipúna Creole French
5718584	14	Category:Karkar-Yuri terms with IPA pronunciation	Karkar-Yuri
8193475	14	Category:Karo Batak terms with IPA pronunciation	Karo Batak
7810597	14	Category:Kasem terms with IPA pronunciation	Kasem
5083824	14	Category:Kashmiri terms with IPA pronunciation	Kashmiri
4688395	14	Category:Kashubian terms with IPA pronunciation	Kashubian
6268007	14	Category:Kaurna terms with IPA pronunciation	Kaurna
7510363	14	Category:Kavalan terms with IPA pronunciation	Kavalan
7400748	14	Category:Kawésqar terms with IPA pronunciation	Kawésqar
7852510	14	Category:Kayapó terms with IPA pronunciation	Kayapó
4688830	14	Category:Kaytetye terms with IPA pronunciation	Kaytetye
4688445	14	Category:Kazakh terms with IPA pronunciation	Kazakh
4688454	14	Category:Kedah Malay terms with IPA pronunciation	Kedah Malay
6136446	14	Category:Kein terms with IPA pronunciation	Kein
7307438	14	Category:Kendayan terms with IPA pronunciation	Kendayan
6268840	14	Category:Kenga terms with IPA pronunciation	Kenga
6552751	14	Category:Kermanic terms with IPA pronunciation	Kermanic
4691346	14	Category:Ket terms with IPA pronunciation	Ket
4688742	14	Category:Khakas terms with IPA pronunciation	Khakas
7918263	14	Category:Kham terms with IPA pronunciation	Kham
8490025	14	Category:Khamnigan Mongol terms with IPA pronunciation	Khamnigan Mongol
8001604	14	Category:Khamti terms with IPA pronunciation	Khamti
4688790	14	Category:Khanty terms with IPA pronunciation	Khanty
7546625	14	Category:Khitan terms with IPA pronunciation	Khitan
4688363	14	Category:Khmer terms with IPA pronunciation	Khmer
4688897	14	Category:Khmu terms with IPA pronunciation	Khmu
4688895	14	Category:Khoekhoe terms with IPA pronunciation	Khoekhoe
7776209	14	Category:Kholosi terms with IPA pronunciation	Kholosi
5654173	14	Category:Khowar terms with IPA pronunciation	Khowar
8011756	14	Category:Khumi Chin terms with IPA pronunciation	Khumi Chin
7906339	14	Category:Khvarshi terms with IPA pronunciation	Khvarshi
8728753	14	Category:Khün terms with IPA pronunciation	Khün
5186377	14	Category:Kikai terms with IPA pronunciation	Kikai
5650537	14	Category:Kikuyu terms with IPA pronunciation	Kikuyu
4691292	14	Category:Kildin Sami terms with IPA pronunciation	Kildin Sami
4792291	14	Category:Kilivila terms with IPA pronunciation	Kilivila
4691433	14	Category:Kinikinao terms with IPA pronunciation	Kinikinao
5783178	14	Category:Kiowa terms with IPA pronunciation	Kiowa
4691431	14	Category:Klamath-Modoc terms with IPA pronunciation	Klamath-Modoc
8146697	14	Category:Kodi terms with IPA pronunciation	Kodi
5783078	14	Category:Kohistani Shina terms with IPA pronunciation	Kohistani Shina
5605089	14	Category:Kokborok terms with IPA pronunciation	Kokborok
7500295	14	Category:Komi-Permyak terms with IPA pronunciation	Komi-Permyak
4691427	14	Category:Komi-Zyrian terms with IPA pronunciation	Komi-Zyrian
6261848	14	Category:Konabéré terms with IPA pronunciation	Konabéré
6417531	14	Category:Konkani terms with IPA pronunciation	Konkani
5842777	14	Category:Koorete terms with IPA pronunciation	Koorete
4686824	14	Category:Korean terms with IPA pronunciation	Korean
7582238	14	Category:Koryak terms with IPA pronunciation	Koryak
6351204	14	Category:Kosraean terms with IPA pronunciation	Kosraean
4972965	14	Category:Koyukon terms with IPA pronunciation	Koyukon
7852832	14	Category:Krahô terms with IPA pronunciation	Krahô
4688720	14	Category:Kristang terms with IPA pronunciation	Kristang
8077185	14	Category:Kullu Pahari terms with IPA pronunciation	Kullu Pahari
6620222	14	Category:Kuman terms with IPA pronunciation	Kuman
7924634	14	Category:Kumarbhag Paharia terms with IPA pronunciation	Kumarbhag Paharia
7533963	14	Category:Kumyk terms with IPA pronunciation	Kumyk
7010993	14	Category:Kunigami terms with IPA pronunciation	Kunigami
7838001	14	Category:Kurtop terms with IPA pronunciation	Kurtop
7924636	14	Category:Kurukh terms with IPA pronunciation	Kurukh
8690981	14	Category:Kusaal terms with IPA pronunciation	Kusaal
7897567	14	Category:Kusunda terms with IPA pronunciation	Kusunda
4691425	14	Category:Kutenai terms with IPA pronunciation	Kutenai
6566637	14	Category:Kven terms with IPA pronunciation	Kven
6436345	14	Category:Kwak'wala terms with IPA pronunciation	Kwak'wala
6647840	14	Category:Kwangali terms with IPA pronunciation	Kwangali
4688732	14	Category:Kyrgyz terms with IPA pronunciation	Kyrgyz
4691421	14	Category:Kâte terms with IPA pronunciation	Kâte
7417162	14	Category:Laboya terms with IPA pronunciation	Laboya
4688851	14	Category:Lacandon terms with IPA pronunciation	Lacandon
4839773	14	Category:Ladin terms with IPA pronunciation	Ladin
4688497	14	Category:Ladino terms with IPA pronunciation	Ladino
5787908	14	Category:Laha (Vietnam) terms with IPA pronunciation	Laha (Vietnam)
7498205	14	Category:Lahanan terms with IPA pronunciation	Lahanan
6617515	14	Category:Lahu terms with IPA pronunciation	Lahu
6695174	14	Category:Lak terms with IPA pronunciation	Lak
4688495	14	Category:Lakota terms with IPA pronunciation	Lakota
5961083	14	Category:Lambadi terms with IPA pronunciation	Lambadi
4688138	14	Category:Lao terms with IPA pronunciation	Lao
7705624	14	Category:Lashi terms with IPA pronunciation	Lashi
4688447	14	Category:Latgalian terms with IPA pronunciation	Latgalian
4686847	14	Category:Latin terms with IPA pronunciation	Latin
4687295	14	Category:Latvian terms with IPA pronunciation	Latvian
4838904	14	Category:Laz terms with IPA pronunciation	Laz
4691373	14	Category:Lendu terms with IPA pronunciation	Lendu
7707082	14	Category:Leonese terms with IPA pronunciation	Leonese
6344507	14	Category:Lepcha terms with IPA pronunciation	Lepcha
5567377	14	Category:Leti (Indonesia) terms with IPA pronunciation	Leti (Indonesia)
4691345	14	Category:Lezgi terms with IPA pronunciation	Lezgi
5961064	14	Category:Lhao Vo terms with IPA pronunciation	Lhao Vo
4688222	14	Category:Libyan Arabic terms with IPA pronunciation	Libyan Arabic
4688425	14	Category:Ligurian terms with IPA pronunciation	Ligurian
5674092	14	Category:Limbu terms with IPA pronunciation	Limbu
4688341	14	Category:Limburgish terms with IPA pronunciation	Limburgish
4688874	14	Category:Lingala terms with IPA pronunciation	Lingala
8139442	14	Category:Lingao terms with IPA pronunciation	Lingao
8489657	14	Category:Lipo terms with IPA pronunciation	Lipo
8722565	14	Category:Lisu terms with IPA pronunciation	Lisu
4688092	14	Category:Lithuanian terms with IPA pronunciation	Lithuanian
4688219	14	Category:Livonian terms with IPA pronunciation	Livonian
4763570	14	Category:Livvi terms with IPA pronunciation	Livvi
8084934	14	Category:Lo-Toga terms with IPA pronunciation	Lo-Toga
7726305	14	Category:Lolopo terms with IPA pronunciation	Lolopo
4688392	14	Category:Lombard terms with IPA pronunciation	Lombard
8040466	14	Category:Louisiana Creole French terms with IPA pronunciation	Louisiana Creole French
8520474	14	Category:Lovono terms with IPA pronunciation	Lovono
4686900	14	Category:Low German terms with IPA pronunciation	Low German
4688022	14	Category:Lower Sorbian terms with IPA pronunciation	Lower Sorbian
4972900	14	Category:Lower Tanana terms with IPA pronunciation	Lower Tanana
8523517	14	Category:Ludian terms with IPA pronunciation	Ludian
4691492	14	Category:Luganda terms with IPA pronunciation	Luganda
7307461	14	Category:Lumun terms with IPA pronunciation	Lumun
4688738	14	Category:Lun Bawang terms with IPA pronunciation	Lun Bawang
4688434	14	Category:Luo terms with IPA pronunciation	Luo
7577522	14	Category:Lushootseed terms with IPA pronunciation	Lushootseed
4688170	14	Category:Luxembourgish terms with IPA pronunciation	Luxembourgish
4691289	14	Category:Lü terms with IPA pronunciation	Lü
6848757	14	Category:Ma Manda terms with IPA pronunciation	Ma Manda
4687265	14	Category:Macedonian terms with IPA pronunciation	Macedonian
5662770	14	Category:Macoris terms with IPA pronunciation	Macoris
8178425	14	Category:Magahi terms with IPA pronunciation	Magahi
7555198	14	Category:Magdalena Peñasco Mixtec terms with IPA pronunciation	Magdalena Peñasco Mixtec
5660126	14	Category:Maithili terms with IPA pronunciation	Maithili
8694060	14	Category:Mak (China) terms with IPA pronunciation	Mak (China)
7280368	14	Category:Makasar terms with IPA pronunciation	Makasar
7566368	14	Category:Malaccan Creole Malay terms with IPA pronunciation	Malaccan Creole Malay
4688405	14	Category:Malagasy terms with IPA pronunciation	Malagasy
4687195	14	Category:Malay terms with IPA pronunciation	Malay
4688371	14	Category:Malayalam terms with IPA pronunciation	Malayalam
4687535	14	Category:Maltese terms with IPA pronunciation	Maltese
6294406	14	Category:Malvi terms with IPA pronunciation	Malvi
5505906	14	Category:Maléku Jaíka terms with IPA pronunciation	Maléku Jaíka
5505854	14	Category:Mam terms with IPA pronunciation	Mam
8146708	14	Category:Mamboru terms with IPA pronunciation	Mamboru
6530838	14	Category:Manchu terms with IPA pronunciation	Manchu
7459802	14	Category:Mandaic terms with IPA pronunciation	Mandaic
4687073	14	Category:Mandarin terms with IPA pronunciation	Mandarin
4688419	14	Category:Mandinka terms with IPA pronunciation	Mandinka
6205266	14	Category:Mandobo Atas terms with IPA pronunciation	Mandobo Atas
7843878	14	Category:Mandobo Bawah terms with IPA pronunciation	Mandobo Bawah
6296652	14	Category:Mangghuer terms with IPA pronunciation	Mangghuer
7380588	14	Category:Manipuri terms with IPA pronunciation	Manipuri
4688957	14	Category:Mansi terms with IPA pronunciation	Mansi
4688216	14	Category:Manx terms with IPA pronunciation	Manx
8692492	14	Category:Maonan terms with IPA pronunciation	Maonan
6541548	14	Category:Maore Comorian terms with IPA pronunciation	Maore Comorian
4688718	14	Category:Maori terms with IPA pronunciation	Maori
4688491	14	Category:Mapudungun terms with IPA pronunciation	Mapudungun
8737884	14	Category:Maquiritari terms with IPA pronunciation	Maquiritari
4688749	14	Category:Marathi terms with IPA pronunciation	Marathi
4691424	14	Category:Marshallese terms with IPA pronunciation	Marshallese
4688397	14	Category:Martuthunira terms with IPA pronunciation	Martuthunira
7872219	14	Category:Marwari terms with IPA pronunciation	Marwari
6609066	14	Category:Masakará terms with IPA pronunciation	Masakará
8678278	14	Category:Masbatenyo terms with IPA pronunciation	Masbatenyo
5663041	14	Category:Massachusett terms with IPA pronunciation	Massachusett
6551107	14	Category:Matal terms with IPA pronunciation	Matal
5505667	14	Category:Mato terms with IPA pronunciation	Mato
6760375	14	Category:Mauritian Creole terms with IPA pronunciation	Mauritian Creole
4982930	14	Category:Mazanderani terms with IPA pronunciation	Mazanderani
6491422	14	Category:Mbabaram terms with IPA pronunciation	Mbabaram
7975878	14	Category:Mbyá Guaraní terms with IPA pronunciation	Mbyá Guaraní
6268324	14	Category:Mecayapan Nahuatl terms with IPA pronunciation	Mecayapan Nahuatl
4688464	14	Category:Megleno-Romanian terms with IPA pronunciation	Megleno-Romanian
7578411	14	Category:Mehri terms with IPA pronunciation	Mehri
5202299	14	Category:Meru terms with IPA pronunciation	Meru
6902008	14	Category:Mezquital Otomi terms with IPA pronunciation	Mezquital Otomi
8134168	14	Category:Meänkieli terms with IPA pronunciation	Meänkieli
6088589	14	Category:Mi'kmaq terms with IPA pronunciation	Mi'kmaq
5107029	14	Category:Miami terms with IPA pronunciation	Miami
4688715	14	Category:Michif terms with IPA pronunciation	Michif
7789759	14	Category:Michoacán Mazahua terms with IPA pronunciation	Michoacán Mazahua
8086825	14	Category:Middle Bengali terms with IPA pronunciation	Middle Bengali
4688176	14	Category:Middle Dutch terms with IPA pronunciation	Middle Dutch
4688446	14	Category:Middle English terms with IPA pronunciation	Middle English
4981652	14	Category:Middle French terms with IPA pronunciation	Middle French
4799797	14	Category:Middle High German terms with IPA pronunciation	Middle High German
4688722	14	Category:Middle Irish terms with IPA pronunciation	Middle Irish
4688883	14	Category:Middle Korean terms with IPA pronunciation	Middle Korean
4688367	14	Category:Middle Low German terms with IPA pronunciation	Middle Low German
6047047	14	Category:Middle Mongolian terms with IPA pronunciation	Middle Mongolian
4691293	14	Category:Middle Persian terms with IPA pronunciation	Middle Persian
4687487	14	Category:Middle Welsh terms with IPA pronunciation	Middle Welsh
5701425	14	Category:Midob terms with IPA pronunciation	Midob
4688118	14	Category:Min Nan terms with IPA pronunciation	Min Nan
8179801	14	Category:Minaean terms with IPA pronunciation	Minaean
4688967	14	Category:Minangkabau terms with IPA pronunciation	Minangkabau
4823691	14	Category:Mingrelian terms with IPA pronunciation	Mingrelian
5567332	14	Category:Minica Huitoto terms with IPA pronunciation	Minica Huitoto
4688965	14	Category:Mirandese terms with IPA pronunciation	Mirandese
8584409	14	Category:Miraya Bikol terms with IPA pronunciation	Miraya Bikol
8072093	14	Category:Miriwung terms with IPA pronunciation	Miriwung
7234133	14	Category:Miskito terms with IPA pronunciation	Miskito
7348710	14	Category:Mixed Great Andamanese terms with IPA pronunciation	Mixed Great Andamanese
4688796	14	Category:Miyako terms with IPA pronunciation	Miyako
4688717	14	Category:Mizo terms with IPA pronunciation	Mizo
6268381	14	Category:Mmen terms with IPA pronunciation	Mmen
5660121	14	Category:Mochica terms with IPA pronunciation	Mochica
7803984	14	Category:Mogholi terms with IPA pronunciation	Mogholi
4688829	14	Category:Mohawk terms with IPA pronunciation	Mohawk
4912555	14	Category:Moksha terms with IPA pronunciation	Moksha
6578931	14	Category:Mon terms with IPA pronunciation	Mon
6294628	14	Category:Mongghul terms with IPA pronunciation	Mongghul
4688748	14	Category:Mongolian terms with IPA pronunciation	Mongolian
7083811	14	Category:Montagnais terms with IPA pronunciation	Montagnais
7810343	14	Category:Moore terms with IPA pronunciation	Moore
4691378	14	Category:Mopan Maya terms with IPA pronunciation	Mopan Maya
7735114	14	Category:Morelos Nahuatl terms with IPA pronunciation	Morelos Nahuatl
5567590	14	Category:Mori Atas terms with IPA pronunciation	Mori Atas
5540281	14	Category:Mori Bawah terms with IPA pronunciation	Mori Bawah
7810633	14	Category:Moro terms with IPA pronunciation	Moro
6888994	14	Category:Moroccan Amazigh terms with IPA pronunciation	Moroccan Amazigh
4688489	14	Category:Moroccan Arabic terms with IPA pronunciation	Moroccan Arabic
6268876	14	Category:Morom terms with IPA pronunciation	Morom
7307491	14	Category:Mualang terms with IPA pronunciation	Mualang
8711238	14	Category:Muduapa terms with IPA pronunciation	Muduapa
7419138	14	Category:Mulam terms with IPA pronunciation	Mulam
8285264	14	Category:Muna terms with IPA pronunciation	Muna
6097525	14	Category:Mundari terms with IPA pronunciation	Mundari
7061948	14	Category:Munsee terms with IPA pronunciation	Munsee
4777474	14	Category:Muong terms with IPA pronunciation	Muong
8473343	14	Category:Mursi terms with IPA pronunciation	Mursi
5567524	14	Category:Murui Huitoto terms with IPA pronunciation	Murui Huitoto
4691444	14	Category:Mwotlap terms with IPA pronunciation	Mwotlap
4688452	14	Category:Mòcheno terms with IPA pronunciation	Mòcheno
5607567	14	Category:N'Ko terms with IPA pronunciation	N'Ko
6268879	14	Category:Naba terms with IPA pronunciation	Naba
7726960	14	Category:Nabak terms with IPA pronunciation	Nabak
7686510	14	Category:Nahuatl terms with IPA pronunciation	Nahuatl
7866305	14	Category:Najdi Arabic terms with IPA pronunciation	Najdi Arabic
4691453	14	Category:Nambikwara terms with IPA pronunciation	Nambikwara
5791362	14	Category:Namuyi terms with IPA pronunciation	Namuyi
6069075	14	Category:Nanai terms with IPA pronunciation	Nanai
7303989	14	Category:Nandi terms with IPA pronunciation	Nandi
8459405	14	Category:Naro terms with IPA pronunciation	Naro
4688806	14	Category:Nauruan terms with IPA pronunciation	Nauruan
4688364	14	Category:Navajo terms with IPA pronunciation	Navajo
6609049	14	Category:Naxi terms with IPA pronunciation	Naxi
4686737	14	Category:Neapolitan terms with IPA pronunciation	Neapolitan
8157604	14	Category:Negeri Sembilan Malay terms with IPA pronunciation	Negeri Sembilan Malay
4688802	14	Category:Nepali terms with IPA pronunciation	Nepali
7735326	14	Category:Newar terms with IPA pronunciation	Newar
4688849	14	Category:Ngaanyatjarra terms with IPA pronunciation	Ngaanyatjarra
8353875	14	Category:Ngaju terms with IPA pronunciation	Ngaju
6259597	14	Category:Ngam terms with IPA pronunciation	Ngam
4691500	14	Category:Nganasan terms with IPA pronunciation	Nganasan
8007704	14	Category:Ngas terms with IPA pronunciation	Ngas
4688839	14	Category:Ngawun terms with IPA pronunciation	Ngawun
8734545	14	Category:Nguôn terms with IPA pronunciation	Nguôn
5540293	14	Category:Nheengatu terms with IPA pronunciation	Nheengatu
4688964	14	Category:Nias terms with IPA pronunciation	Nias
8281185	14	Category:Nigerian Pidgin terms with IPA pronunciation	Nigerian Pidgin
6294413	14	Category:Nimadi terms with IPA pronunciation	Nimadi
4688949	14	Category:Niuean terms with IPA pronunciation	Niuean
7401393	14	Category:Nivaclé terms with IPA pronunciation	Nivaclé
4688961	14	Category:Nivkh terms with IPA pronunciation	Nivkh
8459050	14	Category:Niya Prakrit terms with IPA pronunciation	Niya Prakrit
8615454	14	Category:Nobiin terms with IPA pronunciation	Nobiin
4688938	14	Category:Nootka terms with IPA pronunciation	Nootka
4688794	14	Category:Norman terms with IPA pronunciation	Norman
8713641	14	Category:Norn terms with IPA pronunciation	Norn
4688429	14	Category:North Frisian terms with IPA pronunciation	North Frisian
4688789	14	Category:North Levantine Arabic terms with IPA pronunciation	North Levantine Arabic
7924528	14	Category:North Mesopotamian Arabic terms with IPA pronunciation	North Mesopotamian Arabic
6848546	14	Category:North Wahgi terms with IPA pronunciation	North Wahgi
7400075	14	Category:Northern Altai terms with IPA pronunciation	Northern Altai
7154188	14	Category:Northern Amami-Oshima terms with IPA pronunciation	Northern Amami-Oshima
6359964	14	Category:Northern Catanduanes Bicolano terms with IPA pronunciation	Northern Catanduanes Bicolano
4688905	14	Category:Northern Haida terms with IPA pronunciation	Northern Haida
7931781	14	Category:Northern Khmer terms with IPA pronunciation	Northern Khmer
7808521	14	Category:Northern Kurdish terms with IPA pronunciation	Northern Kurdish
7659419	14	Category:Northern Luri terms with IPA pronunciation	Northern Luri
8103544	14	Category:Northern Oaxaca Nahuatl terms with IPA pronunciation	Northern Oaxaca Nahuatl
5122111	14	Category:Northern Paiute terms with IPA pronunciation	Northern Paiute
7892775	14	Category:Northern Puebla Nahuatl terms with IPA pronunciation	Northern Puebla Nahuatl
5791369	14	Category:Northern Pumi terms with IPA pronunciation	Northern Pumi
8511824	14	Category:Northern Qiandong Miao terms with IPA pronunciation	Northern Qiandong Miao
8469280	14	Category:Northern Qiang terms with IPA pronunciation	Northern Qiang
4688473	14	Category:Northern Sami terms with IPA pronunciation	Northern Sami
4688888	14	Category:Northern Thai terms with IPA pronunciation	Northern Thai
6073364	14	Category:Northern Tujia terms with IPA pronunciation	Northern Tujia
6324448	14	Category:Northern Yukaghir terms with IPA pronunciation	Northern Yukaghir
4686898	14	Category:Norwegian terms with IPA pronunciation	Norwegian
4688326	14	Category:Norwegian Bokmål terms with IPA pronunciation	Norwegian Bokmål
4688172	14	Category:Norwegian Nynorsk terms with IPA pronunciation	Norwegian Nynorsk
7695347	14	Category:Nuer terms with IPA pronunciation	Nuer
8527721	14	Category:Nung terms with IPA pronunciation	Nung
8547155	14	Category:Nupe terms with IPA pronunciation	Nupe
7923549	14	Category:Nyah Kur terms with IPA pronunciation	Nyah Kur
5111746	14	Category:Nyishi terms with IPA pronunciation	Nyishi
5405502	14	Category:Nyâlayu terms with IPA pronunciation	Nyâlayu
5567443	14	Category:Nüpode Huitoto terms with IPA pronunciation	Nüpode Huitoto
4688937	14	Category:O'odham terms with IPA pronunciation	O'odham
6205325	14	Category:Ocaina terms with IPA pronunciation	Ocaina
4688268	14	Category:Occitan terms with IPA pronunciation	Occitan
4688930	14	Category:Ojibwe terms with IPA pronunciation	Ojibwe
8532426	14	Category:Okanagan terms with IPA pronunciation	Okanagan
5186371	14	Category:Oki-No-Erabu terms with IPA pronunciation	Oki-No-Erabu
4828941	14	Category:Okinawan terms with IPA pronunciation	Okinawan
7388853	14	Category:Old Anatolian Turkish terms with IPA pronunciation	Old Anatolian Turkish
8080455	14	Category:Old Bengali terms with IPA pronunciation	Old Bengali
8077323	14	Category:Old Church Slavonic terms with IPA pronunciation	Old Church Slavonic
7877527	14	Category:Old Czech terms with IPA pronunciation	Old Czech
4823694	14	Category:Old Danish terms with IPA pronunciation	Old Danish
7275144	14	Category:Old Dutch terms with IPA pronunciation	Old Dutch
4688811	14	Category:Old East Slavic terms with IPA pronunciation	Old East Slavic
4686906	14	Category:Old English terms with IPA pronunciation	Old English
4688215	14	Category:Old French terms with IPA pronunciation	Old French
4688887	14	Category:Old Frisian terms with IPA pronunciation	Old Frisian
4688882	14	Category:Old Georgian terms with IPA pronunciation	Old Georgian
4688357	14	Category:Old High German terms with IPA pronunciation	Old High German
4688214	14	Category:Old Irish terms with IPA pronunciation	Old Irish
5367187	14	Category:Old Javanese terms with IPA pronunciation	Old Javanese
7666205	14	Category:Old Khmer terms with IPA pronunciation	Old Khmer
8080595	14	Category:Old Mon terms with IPA pronunciation	Old Mon
4686905	14	Category:Old Norse terms with IPA pronunciation	Old Norse
8615470	14	Category:Old Nubian terms with IPA pronunciation	Old Nubian
4688383	14	Category:Old Occitan terms with IPA pronunciation	Old Occitan
7706291	14	Category:Old Persian terms with IPA pronunciation	Old Persian
4688847	14	Category:Old Polish terms with IPA pronunciation	Old Polish
4688186	14	Category:Old Portuguese terms with IPA pronunciation	Old Portuguese
4688413	14	Category:Old Prussian terms with IPA pronunciation	Old Prussian
4688211	14	Category:Old Saxon terms with IPA pronunciation	Old Saxon
4688385	14	Category:Old Spanish terms with IPA pronunciation	Old Spanish
6666264	14	Category:Old Swedish terms with IPA pronunciation	Old Swedish
4688401	14	Category:Old Tupi terms with IPA pronunciation	Old Tupi
7888693	14	Category:Old Turkic terms with IPA pronunciation	Old Turkic
5202336	14	Category:Old Welsh terms with IPA pronunciation	Old Welsh
7138454	14	Category:Olekha terms with IPA pronunciation	Olekha
8092921	14	Category:Ometepec Nahuatl terms with IPA pronunciation	Ometepec Nahuatl
5570651	14	Category:Oriya terms with IPA pronunciation	Oriya
7735337	14	Category:Orizaba Nahuatl terms with IPA pronunciation	Orizaba Nahuatl
5660222	14	Category:Ormuri terms with IPA pronunciation	Ormuri
