pageid	ns	title	lang
6013480	14	Category:Oromo terms with IPA pronunciation	Oromo
8541088	14	Category:Osing terms with IPA pronunciation	Osing
4688379	14	Category:Ossetian terms with IPA pronunciation	Ossetian
4688787	14	Category:Ottoman Turkish terms with IPA pronunciation	Ottoman Turkish
8063165	14	Category:Pa'o Karen terms with IPA pronunciation	Pa'o Karen
4802025	14	Category:Pacoh terms with IPA pronunciation	Pacoh
5567595	14	Category:Padoe terms with IPA pronunciation	Padoe
6371695	14	Category:Paiwan terms with IPA pronunciation	Paiwan
4808614	14	Category:Palauan terms with IPA pronunciation	Palauan
5212163	14	Category:Pali terms with IPA pronunciation	Pali
7852803	14	Category:Panará terms with IPA pronunciation	Panará
6294424	14	Category:Pande terms with IPA pronunciation	Pande
4688603	14	Category:Pangasinan terms with IPA pronunciation	Pangasinan
6136323	14	Category:Panim terms with IPA pronunciation	Panim
4688736	14	Category:Panyjima terms with IPA pronunciation	Panyjima
5367869	14	Category:Papantla Totonac terms with IPA pronunciation	Papantla Totonac
8009209	14	Category:Papiamentu terms with IPA pronunciation	Papiamentu
5866230	14	Category:Paraguayan Guaraní terms with IPA pronunciation	Paraguayan Guaraní
8021450	14	Category:Parauk terms with IPA pronunciation	Parauk
7852839	14	Category:Pará Gavião terms with IPA pronunciation	Pará Gavião
4688169	14	Category:Pashto terms with IPA pronunciation	Pashto
5417010	14	Category:Pawaia terms with IPA pronunciation	Pawaia
5790654	14	Category:Pela terms with IPA pronunciation	Pela
4688878	14	Category:Pemon terms with IPA pronunciation	Pemon
7238040	14	Category:Pennsylvania German terms with IPA pronunciation	Pennsylvania German
4687272	14	Category:Persian terms with IPA pronunciation	Persian
5787953	14	Category:Phake terms with IPA pronunciation	Phake
7831790	14	Category:Phalura terms with IPA pronunciation	Phalura
8352083	14	Category:Philistine terms with IPA pronunciation	Philistine
7361674	14	Category:Phoenician terms with IPA pronunciation	Phoenician
4688846	14	Category:Picard terms with IPA pronunciation	Picard
4688799	14	Category:Piedmontese terms with IPA pronunciation	Piedmontese
4691380	14	Category:Pijin terms with IPA pronunciation	Pijin
4688469	14	Category:Pipil terms with IPA pronunciation	Pipil
4688948	14	Category:Pirahã terms with IPA pronunciation	Pirahã
4691372	14	Category:Pite Sami terms with IPA pronunciation	Pite Sami
4691443	14	Category:Pitjantjatjara terms with IPA pronunciation	Pitjantjatjara
7852764	14	Category:Plains Cree terms with IPA pronunciation	Plains Cree
4688941	14	Category:Plautdietsch terms with IPA pronunciation	Plautdietsch
7474196	14	Category:Pnar terms with IPA pronunciation	Pnar
7334255	14	Category:Pochutec terms with IPA pronunciation	Pochutec
4791549	14	Category:Pohnpeian terms with IPA pronunciation	Pohnpeian
7430924	14	Category:Polabian terms with IPA pronunciation	Polabian
4687263	14	Category:Polish terms with IPA pronunciation	Polish
4687469	14	Category:Portuguese terms with IPA pronunciation	Portuguese
8285292	14	Category:Prakrit terms with IPA pronunciation	Prakrit
7032515	14	Category:Primitive Irish terms with IPA pronunciation	Primitive Irish
4688914	14	Category:Principense terms with IPA pronunciation	Principense
8046260	14	Category:Proto-Abkhaz-Abaza terms with IPA pronunciation	Proto-Abkhaz-Abaza
8347928	14	Category:Proto-Albanian terms with IPA pronunciation	Proto-Albanian
6548062	14	Category:Proto-Anatolian terms with IPA pronunciation	Proto-Anatolian
7267811	14	Category:Proto-Athabaskan terms with IPA pronunciation	Proto-Athabaskan
4688713	14	Category:Proto-Austronesian terms with IPA pronunciation	Proto-Austronesian
4780611	14	Category:Proto-Brythonic terms with IPA pronunciation	Proto-Brythonic
4929739	14	Category:Proto-Celtic terms with IPA pronunciation	Proto-Celtic
4691490	14	Category:Proto-Central-Eastern Malayo-Polynesian terms with IPA pronunciation	Proto-Central-Eastern Malayo-Polynesian
6666556	14	Category:Proto-Chamic terms with IPA pronunciation	Proto-Chamic
7875075	14	Category:Proto-Eastern Malayo-Polynesian terms with IPA pronunciation	Proto-Eastern Malayo-Polynesian
4686904	14	Category:Proto-Germanic terms with IPA pronunciation	Proto-Germanic
8347800	14	Category:Proto-Hellenic terms with IPA pronunciation	Proto-Hellenic
4688762	14	Category:Proto-Indo-European terms with IPA pronunciation	Proto-Indo-European
5073872	14	Category:Proto-Italic terms with IPA pronunciation	Proto-Italic
4691294	14	Category:Proto-Malayic terms with IPA pronunciation	Proto-Malayic
4691298	14	Category:Proto-Malayo-Chamic terms with IPA pronunciation	Proto-Malayo-Chamic
4688415	14	Category:Proto-Malayo-Polynesian terms with IPA pronunciation	Proto-Malayo-Polynesian
4691303	14	Category:Proto-Malayo-Sumbawan terms with IPA pronunciation	Proto-Malayo-Sumbawan
8203966	14	Category:Proto-Nakh terms with IPA pronunciation	Proto-Nakh
4689340	14	Category:Proto-Norse terms with IPA pronunciation	Proto-Norse
8421485	14	Category:Proto-North Halmahera terms with IPA pronunciation	Proto-North Halmahera
7852846	14	Category:Proto-Northern Jê terms with IPA pronunciation	Proto-Northern Jê
7165968	14	Category:Proto-Nuclear Polynesian terms with IPA pronunciation	Proto-Nuclear Polynesian
6371721	14	Category:Proto-Oceanic terms with IPA pronunciation	Proto-Oceanic
7963669	14	Category:Proto-Permic terms with IPA pronunciation	Proto-Permic
4691420	14	Category:Proto-Philippine terms with IPA pronunciation	Proto-Philippine
4688727	14	Category:Proto-Polynesian terms with IPA pronunciation	Proto-Polynesian
7053066	14	Category:Proto-Ryukyuan terms with IPA pronunciation	Proto-Ryukyuan
7359751	14	Category:Proto-Slavic terms with IPA pronunciation	Proto-Slavic
4691322	14	Category:Proto-Sunda-Sulawesi terms with IPA pronunciation	Proto-Sunda-Sulawesi
8029028	14	Category:Proto-Yukaghir terms with IPA pronunciation	Proto-Yukaghir
6094416	14	Category:Puluwat terms with IPA pronunciation	Puluwat
4688726	14	Category:Punic terms with IPA pronunciation	Punic
4687075	14	Category:Punjabi terms with IPA pronunciation	Punjabi
7206591	14	Category:Purepecha terms with IPA pronunciation	Purepecha
7510441	14	Category:Puyuma terms with IPA pronunciation	Puyuma
7852782	14	Category:Pykobjê terms with IPA pronunciation	Pykobjê
4689021	14	Category:Q'anjob'al terms with IPA pronunciation	Q'anjob'al
5787778	14	Category:Qabiao terms with IPA pronunciation	Qabiao
6161333	14	Category:Qaqet terms with IPA pronunciation	Qaqet
4688724	14	Category:Quechua terms with IPA pronunciation	Quechua
7789787	14	Category:Querétaro Otomi terms with IPA pronunciation	Querétaro Otomi
5790727	14	Category:Queyu terms with IPA pronunciation	Queyu
7793806	14	Category:Rabha terms with IPA pronunciation	Rabha
4819773	14	Category:Rade terms with IPA pronunciation	Rade
5708040	14	Category:Rajasthani terms with IPA pronunciation	Rajasthani
5367026	14	Category:Rajbanshi terms with IPA pronunciation	Rajbanshi
7191644	14	Category:Rakhine terms with IPA pronunciation	Rakhine
4688814	14	Category:Rapa Nui terms with IPA pronunciation	Rapa Nui
8563247	14	Category:Ratagnon terms with IPA pronunciation	Ratagnon
8059155	14	Category:Rawang terms with IPA pronunciation	Rawang
5787934	14	Category:Rayón Zoque terms with IPA pronunciation	Rayón Zoque
5787844	14	Category:Red Gelao terms with IPA pronunciation	Red Gelao
6627896	14	Category:Rendille terms with IPA pronunciation	Rendille
6332103	14	Category:Repanbitip terms with IPA pronunciation	Repanbitip
7451646	14	Category:Rhine Franconian terms with IPA pronunciation	Rhine Franconian
6371640	14	Category:Rohingya terms with IPA pronunciation	Rohingya
4688485	14	Category:Romagnol terms with IPA pronunciation	Romagnol
4691319	14	Category:Romani terms with IPA pronunciation	Romani
4687539	14	Category:Romanian terms with IPA pronunciation	Romanian
4688443	14	Category:Romansch terms with IPA pronunciation	Romansch
4687282	14	Category:Russian terms with IPA pronunciation	Russian
4688772	14	Category:Rusyn terms with IPA pronunciation	Rusyn
4688889	14	Category:Rwanda-Rundi terms with IPA pronunciation	Rwanda-Rundi
8649707	14	Category:Réunion Creole French terms with IPA pronunciation	Réunion Creole French
8136896	14	Category:S'gaw Karen terms with IPA pronunciation	S'gaw Karen
4687543	14	Category:Saanich terms with IPA pronunciation	Saanich
7973578	14	Category:Saaroa terms with IPA pronunciation	Saaroa
8142318	14	Category:Sabaean terms with IPA pronunciation	Sabaean
8709780	14	Category:Sabah Malay terms with IPA pronunciation	Sabah Malay
8572851	14	Category:Saho terms with IPA pronunciation	Saho
8508233	14	Category:Sahu terms with IPA pronunciation	Sahu
7507882	14	Category:Saisiyat terms with IPA pronunciation	Saisiyat
6213567	14	Category:Saluan terms with IPA pronunciation	Saluan
7514258	14	Category:Samaritan Aramaic terms with IPA pronunciation	Samaritan Aramaic
5075482	14	Category:Samoan terms with IPA pronunciation	Samoan
4688859	14	Category:Samogitian terms with IPA pronunciation	Samogitian
5787627	14	Category:San Agustín Mixtepec Zapotec terms with IPA pronunciation	San Agustín Mixtepec Zapotec
6891317	14	Category:San Juan Colorado Mixtec terms with IPA pronunciation	San Juan Colorado Mixtec
7495829	14	Category:San Martín Itunyoso Triqui terms with IPA pronunciation	San Martín Itunyoso Triqui
6891535	14	Category:San Pedro Amuzgos Amuzgo terms with IPA pronunciation	San Pedro Amuzgos Amuzgo
7381214	14	Category:Sango terms with IPA pronunciation	Sango
5790673	14	Category:Sani terms with IPA pronunciation	Sani
4687077	14	Category:Sanskrit terms with IPA pronunciation	Sanskrit
8358001	14	Category:Santa María La Alta Nahuatl terms with IPA pronunciation	Santa María La Alta Nahuatl
4688971	14	Category:Santali terms with IPA pronunciation	Santali
6299174	14	Category:Sar terms with IPA pronunciation	Sar
6847640	14	Category:Saraiki terms with IPA pronunciation	Saraiki
4688963	14	Category:Sardinian terms with IPA pronunciation	Sardinian
7493477	14	Category:Sasak terms with IPA pronunciation	Sasak
8153140	14	Category:Sassarese terms with IPA pronunciation	Sassarese
6094417	14	Category:Satawalese terms with IPA pronunciation	Satawalese
4688457	14	Category:Saterland Frisian terms with IPA pronunciation	Saterland Frisian
6222196	14	Category:Sawai terms with IPA pronunciation	Sawai
5787572	14	Category:Sayula Popoluca terms with IPA pronunciation	Sayula Popoluca
5604338	14	Category:Scanian terms with IPA pronunciation	Scanian
4687525	14	Category:Scots terms with IPA pronunciation	Scots
4688116	14	Category:Scottish Gaelic terms with IPA pronunciation	Scottish Gaelic
8491747	14	Category:Sedang terms with IPA pronunciation	Sedang
7498248	14	Category:Sekapan terms with IPA pronunciation	Sekapan
5178550	14	Category:Selkup terms with IPA pronunciation	Selkup
4989023	14	Category:Semai terms with IPA pronunciation	Semai
7702566	14	Category:Seneca terms with IPA pronunciation	Seneca
6848650	14	Category:Sepik Iwam terms with IPA pronunciation	Sepik Iwam
4687266	14	Category:Serbo-Croatian terms with IPA pronunciation	Serbo-Croatian
5660120	14	Category:Serer terms with IPA pronunciation	Serer
4688442	14	Category:Seri terms with IPA pronunciation	Seri
4688460	14	Category:Shan terms with IPA pronunciation	Shan
6609042	14	Category:Shaozhou Tuhua terms with IPA pronunciation	Shaozhou Tuhua
7924532	14	Category:Sherpa terms with IPA pronunciation	Sherpa
7938687	14	Category:Sheshi Kham terms with IPA pronunciation	Sheshi Kham
5660165	14	Category:Shina terms with IPA pronunciation	Shina
5791316	14	Category:Shixing terms with IPA pronunciation	Shixing
7041133	14	Category:Shona terms with IPA pronunciation	Shona
4765421	14	Category:Shor terms with IPA pronunciation	Shor
8541661	14	Category:Shoshone terms with IPA pronunciation	Shoshone
7166851	14	Category:Shuar terms with IPA pronunciation	Shuar
6084010	14	Category:Shuswap terms with IPA pronunciation	Shuswap
8488436	14	Category:Siberian Tatar terms with IPA pronunciation	Siberian Tatar
4688440	14	Category:Sichuan Yi terms with IPA pronunciation	Sichuan Yi
4688165	14	Category:Sicilian terms with IPA pronunciation	Sicilian
7838000	14	Category:Sidamo terms with IPA pronunciation	Sidamo
8178143	14	Category:Sierra Negra Nahuatl terms with IPA pronunciation	Sierra Negra Nahuatl
4688886	14	Category:Silesian terms with IPA pronunciation	Silesian
8193373	14	Category:Simalungun Batak terms with IPA pronunciation	Simalungun Batak
4688804	14	Category:Sindhi terms with IPA pronunciation	Sindhi
4688768	14	Category:Sinhalese terms with IPA pronunciation	Sinhalese
4839690	14	Category:Sinte Romani terms with IPA pronunciation	Sinte Romani
7505707	14	Category:Siraya terms with IPA pronunciation	Siraya
4686985	14	Category:Skolt Sami terms with IPA pronunciation	Skolt Sami
5555927	14	Category:Slavomolisano terms with IPA pronunciation	Slavomolisano
4686982	14	Category:Slovak terms with IPA pronunciation	Slovak
4686983	14	Category:Slovene terms with IPA pronunciation	Slovene
6850885	14	Category:Solon terms with IPA pronunciation	Solon
4687540	14	Category:Somali terms with IPA pronunciation	Somali
7898195	14	Category:Soqotri terms with IPA pronunciation	Soqotri
4688856	14	Category:Sotho terms with IPA pronunciation	Sotho
4688844	14	Category:South Levantine Arabic terms with IPA pronunciation	South Levantine Arabic
7841365	14	Category:South Slavey terms with IPA pronunciation	South Slavey
6404406	14	Category:Southeast Pashayi terms with IPA pronunciation	Southeast Pashayi
4688954	14	Category:Southeastern Tepehuan terms with IPA pronunciation	Southeastern Tepehuan
4765433	14	Category:Southern Altai terms with IPA pronunciation	Southern Altai
7255290	14	Category:Southern Amami-Oshima terms with IPA pronunciation	Southern Amami-Oshima
6653023	14	Category:Southern Kam terms with IPA pronunciation	Southern Kam
4691446	14	Category:Southern Kurdish terms with IPA pronunciation	Southern Kurdish
5790705	14	Category:Southern Pumi terms with IPA pronunciation	Southern Pumi
4688951	14	Category:Southern Sami terms with IPA pronunciation	Southern Sami
6073368	14	Category:Southern Tujia terms with IPA pronunciation	Southern Tujia
7341104	14	Category:Southern Yukaghir terms with IPA pronunciation	Southern Yukaghir
6483489	14	Category:Southwestern Fars terms with IPA pronunciation	Southwestern Fars
4687165	14	Category:Spanish terms with IPA pronunciation	Spanish
4691451	14	Category:Squamish terms with IPA pronunciation	Squamish
4688947	14	Category:Sranan Tongo terms with IPA pronunciation	Sranan Tongo
8133596	14	Category:Sudanese Arabic terms with IPA pronunciation	Sudanese Arabic
7192118	14	Category:Sui terms with IPA pronunciation	Sui
7968025	14	Category:Sundanese terms with IPA pronunciation	Sundanese
5553914	14	Category:Supyire terms with IPA pronunciation	Supyire
7852532	14	Category:Suyá terms with IPA pronunciation	Suyá
4688940	14	Category:Svan terms with IPA pronunciation	Svan
4688365	14	Category:Swahili terms with IPA pronunciation	Swahili
4686897	14	Category:Swedish terms with IPA pronunciation	Swedish
5604342	14	Category:Sylheti terms with IPA pronunciation	Sylheti
4688931	14	Category:Sãotomense terms with IPA pronunciation	Sãotomense
8476391	14	Category:Tabaru terms with IPA pronunciation	Tabaru
6393873	14	Category:Tachawit terms with IPA pronunciation	Tachawit
4687906	14	Category:Tagalog terms with IPA pronunciation	Tagalog
4688821	14	Category:Tahitian terms with IPA pronunciation	Tahitian
7043314	14	Category:Tai Dam terms with IPA pronunciation	Tai Dam
7610373	14	Category:Tai Do terms with IPA pronunciation	Tai Do
8734382	14	Category:Tai Dón terms with IPA pronunciation	Tai Dón
5660188	14	Category:Tai Nüa terms with IPA pronunciation	Tai Nüa
4688925	14	Category:Taimyr Pidgin Russian terms with IPA pronunciation	Taimyr Pidgin Russian
5429425	14	Category:Tairuma terms with IPA pronunciation	Tairuma
4688218	14	Category:Tajik terms with IPA pronunciation	Tajik
4688376	14	Category:Tamil terms with IPA pronunciation	Tamil
7814088	14	Category:Tangam terms with IPA pronunciation	Tangam
8115442	14	Category:Tangut terms with IPA pronunciation	Tangut
4688210	14	Category:Taos terms with IPA pronunciation	Taos
7829150	14	Category:Tapayuna terms with IPA pronunciation	Tapayuna
6263752	14	Category:Tara Baka terms with IPA pronunciation	Tara Baka
5790787	14	Category:Taraon terms with IPA pronunciation	Taraon
5373609	14	Category:Tariana terms with IPA pronunciation	Tariana
4805082	14	Category:Tarifit terms with IPA pronunciation	Tarifit
8663472	14	Category:Tashelhit terms with IPA pronunciation	Tashelhit
7491816	14	Category:Tataltepec Chatino terms with IPA pronunciation	Tataltepec Chatino
4688450	14	Category:Tatar terms with IPA pronunciation	Tatar
7191711	14	Category:Tavoyan terms with IPA pronunciation	Tavoyan
6652884	14	Category:Teanu terms with IPA pronunciation	Teanu
4688374	14	Category:Telugu terms with IPA pronunciation	Telugu
4779862	14	Category:Temascaltepec Nahuatl terms with IPA pronunciation	Temascaltepec Nahuatl
7789828	14	Category:Temoaya Otomi terms with IPA pronunciation	Temoaya Otomi
8541113	14	Category:Tengger terms with IPA pronunciation	Tengger
7181504	14	Category:Teojomulco Chatino terms with IPA pronunciation	Teojomulco Chatino
7555975	14	Category:Teposcolula Mixtec terms with IPA pronunciation	Teposcolula Mixtec
4688950	14	Category:Ter Sami terms with IPA pronunciation	Ter Sami
5662783	14	Category:Teribe terms with IPA pronunciation	Teribe
7847104	14	Category:Ternate terms with IPA pronunciation	Ternate
4688492	14	Category:Tetelcingo Nahuatl terms with IPA pronunciation	Tetelcingo Nahuatl
7557013	14	Category:Tezoatlán Mixtec terms with IPA pronunciation	Tezoatlán Mixtec
4688114	14	Category:Thai terms with IPA pronunciation	Thai
4691343	14	Category:Thao terms with IPA pronunciation	Thao
4688403	14	Category:Tibetan terms with IPA pronunciation	Tibetan
8538097	14	Category:Tidore terms with IPA pronunciation	Tidore
8044455	14	Category:Tigre terms with IPA pronunciation	Tigre
4688793	14	Category:Tigrinya terms with IPA pronunciation	Tigrinya
8699028	14	Category:Tircul terms with IPA pronunciation	Tircul
7370096	14	Category:Tlamacazapa Nahuatl terms with IPA pronunciation	Tlamacazapa Nahuatl
4688791	14	Category:Tlingit terms with IPA pronunciation	Tlingit
8340862	14	Category:Toba Batak terms with IPA pronunciation	Toba Batak
6910093	14	Category:Tocharian A terms with IPA pronunciation	Tocharian A
5388071	14	Category:Tocharian B terms with IPA pronunciation	Tocharian B
7307632	14	Category:Tocho terms with IPA pronunciation	Tocho
8266122	14	Category:Toda terms with IPA pronunciation	Toda
7352251	14	Category:Tofa terms with IPA pronunciation	Tofa
4688426	14	Category:Tok Pisin terms with IPA pronunciation	Tok Pisin
5106948	14	Category:Tokelauan terms with IPA pronunciation	Tokelauan
7142051	14	Category:Toku-No-Shima terms with IPA pronunciation	Toku-No-Shima
4688904	14	Category:Tongan terms with IPA pronunciation	Tongan
4839066	14	Category:Tonkawa terms with IPA pronunciation	Tonkawa
5660200	14	Category:Torwali terms with IPA pronunciation	Torwali
4687536	14	Category:Translingual terms with IPA pronunciation	Translingual
7851716	14	Category:Transylvanian Saxon terms with IPA pronunciation	Transylvanian Saxon
4790245	14	Category:Tsakonian terms with IPA pronunciation	Tsakonian
7883733	14	Category:Tsez terms with IPA pronunciation	Tsez
4839065	14	Category:Tsimshian terms with IPA pronunciation	Tsimshian
8527652	14	Category:Tsou terms with IPA pronunciation	Tsou
4688351	14	Category:Tswana terms with IPA pronunciation	Tswana
6609051	14	Category:Tulu-Bohuai terms with IPA pronunciation	Tulu-Bohuai
4688855	14	Category:Tundra Nenets terms with IPA pronunciation	Tundra Nenets
4688836	14	Category:Tunisian Arabic terms with IPA pronunciation	Tunisian Arabic
4688019	14	Category:Turkish terms with IPA pronunciation	Turkish
4688020	14	Category:Turkmen terms with IPA pronunciation	Turkmen
7359816	14	Category:Turoyo terms with IPA pronunciation	Turoyo
5107005	14	Category:Tuvaluan terms with IPA pronunciation	Tuvaluan
4691324	14	Category:Tuvan terms with IPA pronunciation	Tuvan
8663031	14	Category:Tyap terms with IPA pronunciation	Tyap
5462744	14	Category:Tzotzil terms with IPA pronunciation	Tzotzil
8251172	14	Category:Tày terms with IPA pronunciation	Tày
7090092	14	Category:Ubykh terms with IPA pronunciation	Ubykh
4688816	14	Category:Udihe terms with IPA pronunciation	Udihe
4691306	14	Category:Udmurt terms with IPA pronunciation	Udmurt
5581877	14	Category:Ugaritic terms with IPA pronunciation	Ugaritic
4687267	14	Category:Ukrainian terms with IPA pronunciation	Ukrainian
7356772	14	Category:Ulch terms with IPA pronunciation	Ulch
4688409	14	Category:Unami terms with IPA pronunciation	Unami
8708455	14	Category:Uneapa terms with IPA pronunciation	Uneapa
6144974	14	Category:Unua terms with IPA pronunciation	Unua
4972931	14	Category:Upper Kuskokwim terms with IPA pronunciation	Upper Kuskokwim
4688031	14	Category:Upper Sorbian terms with IPA pronunciation	Upper Sorbian
6246416	14	Category:Ura (Vanuatu) terms with IPA pronunciation	Ura (Vanuatu)
8338753	14	Category:Urak Lawoi' terms with IPA pronunciation	Urak Lawoi'
7101161	14	Category:Urat terms with IPA pronunciation	Urat
4688175	14	Category:Urdu terms with IPA pronunciation	Urdu
4691441	14	Category:Urubú-Kaapor terms with IPA pronunciation	Urubú-Kaapor
6136546	14	Category:Uyajitaya terms with IPA pronunciation	Uyajitaya
4688332	14	Category:Uyghur terms with IPA pronunciation	Uyghur
4688730	14	Category:Uzbek terms with IPA pronunciation	Uzbek
5567256	14	Category:Vanimo terms with IPA pronunciation	Vanimo
6732259	14	Category:Varli terms with IPA pronunciation	Varli
4688448	14	Category:Venetian terms with IPA pronunciation	Venetian
4688030	14	Category:Vietnamese terms with IPA pronunciation	Vietnamese
4691355	14	Category:Vilamovian terms with IPA pronunciation	Vilamovian
8630750	14	Category:Vlax Romani terms with IPA pronunciation	Vlax Romani
4688167	14	Category:Volapük terms with IPA pronunciation	Volapük
6931085	14	Category:Volga German terms with IPA pronunciation	Volga German
6816993	14	Category:Votic terms with IPA pronunciation	Votic
4688746	14	Category:Vurës terms with IPA pronunciation	Vurës
4688792	14	Category:Võro terms with IPA pronunciation	Võro
7990286	14	Category:Wakhi terms with IPA pronunciation	Wakhi
8469782	14	Category:Wallisian terms with IPA pronunciation	Wallisian
4688459	14	Category:Walloon terms with IPA pronunciation	Walloon
5784891	14	Category:Wancho terms with IPA pronunciation	Wancho
8146797	14	Category:Wanukaka terms with IPA pronunciation	Wanukaka
4688813	14	Category:Waray-Waray terms with IPA pronunciation	Waray-Waray
7397218	14	Category:Wari' terms with IPA pronunciation	Wari'
4688462	14	Category:Warlpiri terms with IPA pronunciation	Warlpiri
4688891	14	Category:Warrgamay terms with IPA pronunciation	Warrgamay
7298247	14	Category:Warungu terms with IPA pronunciation	Warungu
6909953	14	Category:Wathaurong terms with IPA pronunciation	Wathaurong
5171919	14	Category:Wauja terms with IPA pronunciation	Wauja
4687488	14	Category:Welsh terms with IPA pronunciation	Welsh
6848629	14	Category:Weri terms with IPA pronunciation	Weri
6002269	14	Category:West Flemish terms with IPA pronunciation	West Flemish
4688223	14	Category:West Frisian terms with IPA pronunciation	West Frisian
8536639	14	Category:West Makian terms with IPA pronunciation	West Makian
4688438	14	Category:Western Apache terms with IPA pronunciation	Western Apache
4688472	14	Category:Western Arrernte terms with IPA pronunciation	Western Arrernte
8507156	14	Category:Western Cham terms with IPA pronunciation	Western Cham
7157166	14	Category:Western Highland Chatino terms with IPA pronunciation	Western Highland Chatino
7514486	14	Category:Western Huasteca Nahuatl terms with IPA pronunciation	Western Huasteca Nahuatl
4688853	14	Category:Western Kayah terms with IPA pronunciation	Western Kayah
7924417	14	Category:Western Lawa terms with IPA pronunciation	Western Lawa
7359829	14	Category:Western Neo-Aramaic terms with IPA pronunciation	Western Neo-Aramaic
8438600	14	Category:Western Pwo terms with IPA pronunciation	Western Pwo
5604346	14	Category:Westrobothnian terms with IPA pronunciation	Westrobothnian
8146799	14	Category:Weyewa terms with IPA pronunciation	Weyewa
5787809	14	Category:White Gelao terms with IPA pronunciation	White Gelao
4688430	14	Category:White Hmong terms with IPA pronunciation	White Hmong
8517132	14	Category:White Lachi terms with IPA pronunciation	White Lachi
7307677	14	Category:Winnebago terms with IPA pronunciation	Winnebago
4691347	14	Category:Wintu terms with IPA pronunciation	Wintu
8085902	14	Category:Wiyot terms with IPA pronunciation	Wiyot
7668094	14	Category:Woleaian terms with IPA pronunciation	Woleaian
7982569	14	Category:Wolio terms with IPA pronunciation	Wolio
4784154	14	Category:Wolof terms with IPA pronunciation	Wolof
7043021	14	Category:Written Oirat terms with IPA pronunciation	Written Oirat
8065488	14	Category:Wutunhua terms with IPA pronunciation	Wutunhua
5783161	14	Category:Xavante terms with IPA pronunciation	Xavante
5783014	14	Category:Xerénte terms with IPA pronunciation	Xerénte
4688461	14	Category:Xhosa terms with IPA pronunciation	Xhosa
5558906	14	Category:Xinca terms with IPA pronunciation	Xinca
7853086	14	Category:Xokleng terms with IPA pronunciation	Xokleng
6547339	14	Category:Xârâcùù terms with IPA pronunciation	Xârâcùù
7010893	14	Category:Yaeyama terms with IPA pronunciation	Yaeyama
4691344	14	Category:Yagnobi terms with IPA pronunciation	Yagnobi
7924539	14	Category:Yakkha terms with IPA pronunciation	Yakkha
4688826	14	Category:Yakut terms with IPA pronunciation	Yakut
8063846	14	Category:Yami terms with IPA pronunciation	Yami
8025228	14	Category:Yamphu terms with IPA pronunciation	Yamphu
6260996	14	Category:Yankunytjatjara terms with IPA pronunciation	Yankunytjatjara
5071063	14	Category:Yapese terms with IPA pronunciation	Yapese
7710130	14	Category:Yevanic terms with IPA pronunciation	Yevanic
4688217	14	Category:Yiddish terms with IPA pronunciation	Yiddish
4691335	14	Category:Yidiny terms with IPA pronunciation	Yidiny
8491815	14	Category:Yimas terms with IPA pronunciation	Yimas
8654249	14	Category:Yola terms with IPA pronunciation	Yola
5186368	14	Category:Yonaguni terms with IPA pronunciation	Yonaguni
8670670	14	Category:Yong terms with IPA pronunciation	Yong
4688929	14	Category:Yoron terms with IPA pronunciation	Yoron
4691307	14	Category:Yoruba terms with IPA pronunciation	Yoruba
4688373	14	Category:Yucatec Maya terms with IPA pronunciation	Yucatec Maya
8577049	14	Category:Yup'ik terms with IPA pronunciation	Yup'ik
5671548	14	Category:Yupiltepeque terms with IPA pronunciation	Yupiltepeque
4688908	14	Category:Yurok terms with IPA pronunciation	Yurok
7238110	14	Category:Yámana terms with IPA pronunciation	Yámana
8193986	14	Category:Zacatepec Chatino terms with IPA pronunciation	Zacatepec Chatino
8134901	14	Category:Zacatlán-Ahuacatlán-Tepetzintla Nahuatl terms with IPA pronunciation	Zacatlán-Ahuacatlán-Tepetzintla Nahuatl
5376320	14	Category:Zaghawa terms with IPA pronunciation	Zaghawa
4687270	14	Category:Zazaki terms with IPA pronunciation	Zazaki
4691497	14	Category:Zhuang terms with IPA pronunciation	Zhuang
4688475	14	Category:Zoogocho Zapotec terms with IPA pronunciation	Zoogocho Zapotec
7857286	14	Category:Zou terms with IPA pronunciation	Zou
4688778	14	Category:Zulu terms with IPA pronunciation	Zulu
8416302	14	Category:Önge terms with IPA pronunciation	Önge
5662425	14	Category:ǃXóõ terms with IPA pronunciation	ǃXóõ
